DATE,COUNT,SECONDS
2016-12-18,16295,11682463
2016-12-19,25649,16931277
2016-12-20,27685,19064182
2016-12-21,30625,21611197
2016-12-22,30889,21801628
2016-12-23,26344,21298169
2016-12-24,8014,6491139
2016-12-25,9924,13451485
2016-12-26,10775,8596781
2016-12-27,25955,23116812
2016-12-28,23601,20084444
2016-12-29,13207,8816390
2016-12-30,21375,19264984
2016-12-31,15928,14781002
2017-01-01,16009,18408317
2017-01-02,8921,6379414
2017-01-03,14198,14204712
2017-01-04,34039,27109797
2017-01-05,28393,18822454
2017-01-06,24177,18405572
2017-01-07,4425,3500262
2017-01-08,6417,4123111
2017-01-09,15856,10718773
2017-01-10,23232,15918154
2017-01-11,32419,29638889
2017-01-12,39783,30229198
2017-01-13,33611,26169570
2017-01-14,13819,10163893
2017-01-15,17384,13949249
2017-01-16,24110,18033495
2017-01-17,18646,12886499
2017-01-18,30857,21750014
2017-01-19,36561,30086310
2017-01-20,26752,19018192
2017-01-21,26610,25693641
2017-01-22,20523,17040042
2017-01-23,15822,10263882
2017-01-24,13171,8543803
2017-01-25,36931,26708120
2017-01-26,33002,25212498
2017-01-27,32394,23150384
2017-01-28,21302,18225289
2017-01-29,22527,20376144
2017-01-30,29616,23850845
2017-01-31,25169,16699943
2017-02-01,35221,25183919
2017-02-02,34517,24058829
2017-02-03,29632,19751705
2017-02-04,19204,14645348
2017-02-05,20059,15067912
2017-02-06,33415,24710396
2017-02-07,23053,15016911
2017-02-08,40428,34754301
2017-02-10,1997,2009452
2017-02-11,8959,8599283
2017-02-12,5801,4581140
2017-02-13,23857,15575782
2017-02-14,29668,20576147
2017-02-15,32052,23206353
2017-02-16,29120,19073796
2017-02-17,28735,20343573
2017-02-18,30571,36434850
2017-02-19,36963,43772481
2017-02-20,32292,29198680
2017-02-21,32643,23605627
2017-02-22,38119,28473290
2017-02-23,42434,37332767
2017-02-24,47031,44522910
2017-02-25,33343,34430159
2017-02-26,24714,20599159
2017-02-27,35984,25861791
2017-02-28,41835,32122531
2017-03-01,40592,36055747
2017-03-02,35739,25440975
2017-03-03,31105,20733016
2017-03-04,15646,12291947
2017-03-05,15919,11138910
2017-03-06,32467,24065562
2017-03-07,29683,21651011
2017-03-08,43469,33242413
2017-03-09,45252,37213986
2017-03-10,18412,13383325
2017-03-11,15185,10288847
2017-03-12,13442,10926396
2017-03-13,27417,21313555
