DATE,COUNT,SECONDS
6/13/2017,16461,14727748
6/14/2014,16562,22565095
6/14/2015,12758,17594002
6/14/2016,15269,14401338
6/14/2017,11273,9355583
6/15/2014,10778,13632489
6/15/2015,6790,6186284
6/15/2016,15799,15335498
6/15/2017,17338,16325419
6/16/2014,12935,14033141
6/16/2015,15902,16803228
6/16/2016,14483,13146935
6/16/2017,15847,15606250
6/17/2014,11592,11401438
6/17/2015,11069,10123378
6/17/2016,18079,20304686
6/17/2017,14816,18247785
6/18/2014,8053,7115375
6/18/2015,14546,16122244
6/18/2016,20277,28430043
6/18/2017,16586,22729864
6/19/2014,10301,9786395
6/19/2015,14771,16263719
6/19/2016,15555,21079623
6/19/2017,15802,14282157
6/2/2014,9691,9806367
6/2/2015,12704,12854471
6/2/2016,16412,16425246
6/2/2017,18318,19328079
6/20/2014,12424,12751345
6/20/2015,15422,20668373
6/20/2016,15254,15450509
6/20/2017,17183,15451910
6/21/2014,11989,16408038
6/21/2015,17731,25207391
6/21/2016,18214,19495530
6/21/2017,18728,17495397
6/22/2014,13370,17324358
6/22/2015,11838,11342102
6/22/2016,11612,10654622
6/22/2017,17223,16046714
6/23/2014,9598,9353305
6/23/2015,18106,19822153
6/23/2016,15894,16251056
6/23/2017,16827,17387537
6/24/2014,10322,10205741
6/24/2015,15685,15768025
6/24/2016,18305,20662428
6/24/2017,20001,27408840
6/25/2014,11450,10724294
6/25/2015,13258,12577269
6/25/2016,19183,26700188
6/25/2017,16818,22311889
6/26/2014,11612,11699066
6/26/2015,9237,8590950
6/26/2016,13615,17757070
6/26/2017,17346,16774703
6/27/2014,14661,16876941
6/27/2015,21703,31160126
6/27/2016,16327,16266266
6/27/2017,18691,17707383
6/28/2014,14537,19947865
6/28/2015,18954,27422104
6/28/2016,16203,15136738
6/28/2017,13668,11037804
6/29/2014,14777,21063132
6/29/2015,13731,14502681
6/29/2016,17559,17394065
6/29/2017,14637,12549408
6/3/2014,12590,13603295
6/3/2015,14277,14730777
6/3/2016,17257,17788011
6/3/2017,19225,25368278
6/30/2014,9426,9246830
6/30/2015,16491,16585875
6/30/2016,16899,16128615
6/30/2017,16853,16747092
6/4/2014,6239,5516488
6/4/2015,14595,14944648
6/4/2016,11715,13726508
6/4/2017,16690,22758294
6/5/2014,11896,12006335
6/5/2015,11130,9927038
6/5/2016,16557,22406270
6/5/2017,15967,14606804
6/6/2014,13993,15447518
6/6/2015,16901,21865707
6/6/2016,16736,17032257
6/6/2017,16583,14741461
6/7/2014,15582,21254802
6/7/2015,8511,10598557
6/7/2016,15077,13547157
6/7/2017,16951,15573877
6/8/2014,10901,13535075
6/8/2015,11221,12375947
6/8/2016,15763,15636519
6/8/2017,17836,17466771
6/9/2014,10932,11193895
6/9/2015,16398,17724024
6/9/2016,11767,10022572
6/9/2017,18233,19011752
7/1/2014,13279,13138994
7/1/2015,15630,15522402
7/1/2016,16814,17552112
7/1/2017,20080,28252191
7/10/2014,14504,15075675
7/10/2015,18434,21212426
7/10/2016,18518,24670279
7/10/2017,12784,11509913
7/11/2014,12702,13607896
7/11/2015,18408,25542123
7/11/2016,16975,17432880
7/11/2017,17276,15068766
7/12/2014,7904,9591690
7/12/2015,20987,29663704
7/12/2016,16516,15960406
7/12/2017,12539,9943505
7/13/2014,13795,18360781
7/13/2015,12783,12935154
7/13/2016,13010,11664837
7/13/2017,17659,16402431
7/14/2014,11422,11450380
7/14/2015,15631,15395071
7/14/2016,17250,16789153
7/14/2017,18721,18469252
7/15/2014,11920,10993603
7/15/2015,16570,16884634
7/15/2016,15717,15678486
7/15/2017,21945,30193253
7/16/2014,13249,13005795
7/16/2015,10584,9317701
7/16/2016,24989,35152131
7/16/2017,16984,21278711
7/17/2014,13716,13546008
7/17/2015,16287,17555935
7/17/2016,17082,23857409
7/17/2017,19553,19437102
7/18/2014,15019,16371757
7/18/2015,17864,24749606
7/18/2016,17705,18469293
7/18/2017,19888,19052951
7/19/2014,17849,24998452
7/19/2015,20457,27693318
7/19/2016,17995,18277046
7/19/2017,18522,17328351
7/2/2014,9657,8371844
7/2/2015,15936,16975795
7/2/2016,17997,25756790
7/2/2017,19489,28973531
7/20/2014,14680,20135133
7/20/2015,16904,18023928
7/20/2016,16965,16363074
7/20/2017,12657,11449071
7/21/2014,13439,14185335
7/21/2015,17907,18705511
7/21/2016,14190,13660031
7/21/2017,14520,14241755
7/22/2014,12467,12223296
7/22/2015,17757,18111858
7/22/2016,15869,16392628
7/22/2017,17498,22527075
7/23/2014,12748,12286139
7/23/2015,17639,18933302
7/23/2016,12862,17770820
7/23/2017,16684,20753500
7/24/2014,13975,14319164
7/24/2015,18238,20318942
7/24/2016,11026,13695759
7/24/2017,18370,17448556
7/25/2014,13055,13700596
7/25/2015,19392,26242209
7/25/2016,16792,16590342
7/25/2017,19343,18533919
7/26/2014,14823,20643842
7/26/2015,16590,21636410
7/26/2016,17245,16765481
7/26/2017,18530,17445464
7/27/2014,13880,18933841
7/27/2015,16493,17893203
7/27/2016,17799,17909218
7/27/2017,18246,16654256
7/28/2014,12632,12228233
7/28/2015,16449,16486109
7/28/2016,14292,14262842
7/28/2017,19401,19680366
7/29/2014,12711,12032843
7/29/2015,17539,19040507
7/29/2016,14735,15770728
7/29/2017,20798,28427976
7/3/2014,13072,13818058
7/3/2015,21289,31078902
7/3/2016,18792,28601963
7/3/2017,20276,26703505
7/30/2014,13536,13147724
7/30/2015,18847,20368290
7/30/2016,17784,24854938
7/30/2017,18281,24348717
7/31/2014,14298,15065274
7/31/2015,18906,22094729
7/31/2016,18526,25476211
7/31/2017,19406,19027334
7/4/2014,15283,24254697
7/4/2015,24801,43607893
7/4/2016,17745,26960448
7/4/2017,20535,30066183
7/5/2014,14301,20963149
7/5/2015,20064,31487918
7/5/2016,17095,17440125
7/5/2017,18199,17523747
7/6/2014,12603,17393047
7/6/2015,14553,15681387
7/6/2016,13302,13499193
7/6/2017,18591,17889711
7/7/2014,12427,13288904
7/7/2015,11903,11712203
7/7/2016,13846,13078790
7/7/2017,17583,17408821
7/8/2014,11942,11758545
7/8/2015,13755,12653786
7/8/2016,17506,18730799
7/8/2017,22106,29673484
7/9/2014,13452,13370518
7/9/2015,15114,15579188
7/9/2016,21154,28947659
7/9/2017,18678,24021629
8/1/2014,13399,14034605
8/1/2015,20670,29253267
8/1/2016,18540,20010860
8/1/2017,18649,17802921
8/10/2014,14206,19246243
8/10/2015,15219,15503151
8/10/2016,16663,16481883
8/10/2017,17931,16179853
8/11/2014,11015,11298380
8/11/2015,17489,18156514
8/11/2016,16033,15228816
8/11/2017,18842,18567372
8/12/2014,9909,8095144
8/12/2015,17479,17561208
8/12/2016,9324,7909496
8/12/2017,20198,27610407
8/13/2014,13776,13416219
8/13/2015,17134,17057942
8/13/2016,16685,22402319
8/13/2017,17898,23563274
8/14/2014,13482,13529684
8/14/2015,15922,16755697
8/14/2016,16696,22977552
8/14/2017,19029,18015306
8/15/2014,14549,15752613
8/15/2015,17980,24800779
8/15/2016,11556,10811984
8/15/2017,20333,19611267
8/16/2014,14970,19679803
8/16/2015,16633,22484217
8/16/2016,16666,16598646
8/16/2017,15838,14330867
8/17/2014,10862,13784784
8/17/2015,14096,13600402
8/17/2016,15603,15341735
8/17/2017,16283,15179001
8/18/2014,13282,13582498
8/18/2015,12765,11752551
8/18/2016,13365,12453769
8/18/2017,19789,20577643
8/19/2014,10299,9183965
8/19/2015,15505,14556765
8/19/2016,15727,17010612
8/19/2017,20797,29098311
8/2/2014,17237,24300154
8/2/2015,15119,19532390
8/2/2016,17576,17424367
8/2/2017,20120,19972390
8/20/2014,13399,13571685
8/20/2015,15862,14601178
8/20/2016,11616,14090070
8/20/2017,16507,21451679
8/21/2014,6081,5268941
8/21/2015,17010,17645172
8/21/2016,17420,24587530
8/21/2017,18125,17226025
8/22/2014,11924,11643364
8/22/2015,19768,26253196
8/22/2016,17694,17879104
8/22/2017,17475,15257018
8/23/2014,9948,12423798
8/23/2015,14294,17481353
8/23/2016,16950,16040160
8/23/2017,18906,17101567
8/24/2014,13550,17973284
8/24/2015,14821,13877020
8/24/2016,12338,10461268
8/24/2017,17522,15015092
8/25/2014,9829,8930963
8/25/2015,14302,12385416
8/25/2016,14821,13145696
8/25/2017,18930,18688987
8/26/2014,11699,10221854
8/26/2015,13905,11952097
8/26/2016,17683,17865077
8/26/2017,18374,23866527
8/27/2014,12458,11073963
8/27/2015,14746,12873379
8/27/2016,12986,16586316
8/27/2017,13160,15678115
8/28/2014,12481,11348257
8/28/2015,15428,14521939
8/28/2016,16386,21896679
8/28/2017,15604,13327277
8/29/2014,11930,11760036
8/29/2015,7461,8364396
8/29/2016,14936,14098527
8/29/2017,15966,13011801
8/3/2014,11007,14362266
8/3/2015,16719,18301234
8/3/2016,17056,16589116
8/3/2017,16813,15030788
8/30/2014,12320,15990531
8/30/2015,14084,17869431
8/30/2016,11895,10203215
8/30/2017,18043,14966146
8/31/2014,15768,23791281
8/31/2015,15463,14393415
8/31/2016,15813,13675942
8/31/2017,16719,13293951
8/4/2014,11492,11590555
8/4/2015,18373,18901216
8/4/2016,15878,15618446
8/4/2017,15520,13447597
8/5/2014,12713,12549835
8/5/2015,17878,18359539
8/5/2016,16445,16550333
8/5/2017,20250,28073326
8/6/2014,13802,13649371
8/6/2015,17792,18289866
8/6/2016,19109,26837231
8/6/2017,15189,19125355
8/7/2014,13810,14057810
8/7/2015,18254,20079524
8/7/2016,16690,23012082
8/7/2017,19062,19145461
8/8/2014,14308,15185500
8/8/2015,19214,25669104
8/8/2016,17212,17562771
8/8/2017,20252,19643063
8/9/2014,16612,22671889
8/9/2015,13644,16766840
8/9/2016,17162,17184677
8/9/2017,19515,18205338
9/1/2014,11358,14514244
9/1/2015,15260,13743958
9/1/2016,14435,12027292
9/1/2017,15633,13919222
9/10/2014,6004,4852840
9/10/2015,12630,10481958
9/10/2016,12260,13765078
9/10/2017,14197,17219543
9/11/2014,8905,6703728
9/11/2015,9543,8064563
9/11/2016,15247,18906383
9/11/2017,16766,14434803
9/12/2014,5350,4060504
9/12/2015,12321,15020325
9/12/2016,15914,14338962
9/12/2017,17453,14931665
9/13/2014,9295,10339209
9/13/2015,13899,17051080
9/13/2016,15482,13165895
9/13/2017,14358,11266583
9/14/2014,10164,11852133
9/14/2015,14461,13501573
9/14/2016,15434,13311533
9/14/2017,17052,14690046
9/15/2014,8863,6882242
9/15/2015,15287,13919767
9/15/2016,16039,14357035
9/15/2017,18249,17705737
9/16/2014,10454,8837615
9/16/2015,15603,14273637
9/16/2016,15262,13969340
9/16/2017,18284,23332671
9/17/2014,10683,9192349
9/17/2015,12830,11149740
9/17/2016,15948,19863671
9/17/2017,14750,17569213
9/18/2014,10549,9000557
9/18/2015,10355,9438250
9/18/2016,16112,21605449
9/18/2017,17430,15302782
9/19/2014,11847,11065632
9/19/2015,18571,24543095
9/19/2016,17042,16306970
9/19/2017,15316,12469255
9/2/2014,11590,10534061
9/2/2015,14448,12907171
9/2/2016,16399,17287420
9/2/2017,15270,20590986
9/20/2014,8933,10310685
9/20/2015,14686,18918197
9/20/2016,16040,14641412
9/20/2017,16564,13442419
9/21/2014,8014,9116110
9/21/2015,15106,14450591
9/21/2016,11088,8758202
9/21/2017,16183,13588604
9/22/2014,10187,8703738
9/22/2015,15188,13745799
9/22/2016,15220,13160570
9/22/2017,17459,16120388
9/23/2014,10717,9396672
9/23/2015,14982,13449086
9/23/2016,15131,13135121
9/23/2017,17207,22398699
9/24/2014,10700,8934920
9/24/2015,14533,13063918
9/24/2016,15644,19142413
9/24/2017,14845,18584363
9/25/2014,10784,8989655
9/25/2015,14786,14114751
9/25/2016,14638,18260770
9/25/2017,16999,14438791
9/26/2014,12021,11280470
9/26/2015,16925,22108555
9/26/2016,14034,12063462
9/26/2017,17311,13835825
9/27/2014,12363,16263049
9/27/2015,13382,16198763
9/27/2016,14004,11411494
9/27/2017,15874,12178546
9/28/2014,11156,13337779
9/28/2015,14626,12996590
9/28/2016,7657,5181491
9/28/2017,16466,13214266
9/29/2014,10377,9362198
9/29/2015,10136,7303629
9/29/2016,10208,7176640
9/29/2017,15816,13567355
9/3/2014,11923,10873678
9/3/2015,14493,12699366
9/3/2016,17730,25711110
9/3/2017,20709,30952869
9/30/2014,8222,5869747
9/30/2015,12312,9355878
9/30/2016,9871,7652476
9/30/2017,14127,16632381
9/4/2014,9802,8281502
9/4/2015,15520,15401434
9/4/2016,19747,30065221
9/4/2017,15041,19324724
9/5/2014,8805,7766654
9/5/2015,18394,25491148
9/5/2016,17386,24410662
9/5/2017,15647,12697231
9/6/2014,14097,17913716
9/6/2015,17823,27180617
9/6/2016,14778,13014248
9/6/2017,14537,10771149
9/7/2014,12489,16028116
9/7/2015,14761,19327282
9/7/2016,13549,10855904
9/7/2017,15449,12032754
9/8/2014,11577,11033924
9/8/2015,9880,7933287
9/8/2016,13389,11082431
9/8/2017,15216,12628787
9/9/2014,11284,9853091
9/9/2015,14354,12588482
9/9/2016,13506,11922636
9/9/2017,15281,17793138
